Title,subTitle,totalScore,categoryName,address,plusCode,website,phone,#error,#debug
"AC Sales, Service and Repair in Bangalore",,4.6,Air conditioning contractor,"#93, 7th Cross Rd, Maruthi Nagar, Ittamadu, Banashankari 3rd Stage, Bengaluru, Karnataka 560085","WHH7+X6 Bengaluru, Karnataka",,092066 00270,,"{""requestId"":""NNqxJaiM0Mgs3la"",""url"":""https://www.google.com/maps/place/?q=place_id:ChIJ54tNkYcVrjsRc93FTNrLEq0"",""loadedUrl"":""https://www.google.com/maps/place/AC+Sales,+Service+and+Repair+in+Bangalore/@12.9299654,77.5608124,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1587914d8be7:0xad12cbda4cc5dd73!8m2!3d12.9299654!4d77.5630011"",""method"":""GET"",""retryCount"":0,""errorMessages"":[],""statusCode"":200}"
